term	valence	arousal	dominance
अधीन	-0.4393	-0.5027	-0.7713
अधीनता	-0.4795	-0.4255	-0.4610
अधीर	-0.5560	0.4580	-0.0320
अधूरा	0.0050	-0.5375	-0.6075
अधोलोक	-1.0000	0.6670	0.3700
अधोलोकीName	-0.8750	0.8415	0.2115
अध्यक्ष	0.2453	0.1393	0.8903
अध्ययन	0.4733	0.0003	0.5633
अध्याय	0.1600	-0.3840	-0.0780
अन	-0.6320	-0.2900	-0.2800
अन-	-0.1187	-0.3109	-0.1710
अन-ीकृत	0.2920	0.6250	0.0000
अन-ीकृतीकृत	-0.2220	-1.0000	-0.5000
अनconf-	-0.6670	-0.6190	-1.0000
अनlvable	-1.0000	-0.7220	-0.6670
अनzip	-0.2440	0.0400	0.0760
अनंग्ड	-0.2660	-0.2500	-0.3640
अनंत	-0.2157	0.0418	0.0020
अनंतता	-0.2057	-0.4985	-0.0421
अनंतीकरण	-0.3330	-1.0000	-0.5000
अनअवेषण	-0.6670	-0.9170	-0.7080
अनइनफिनिट	0.0000	-0.6670	0.0000
अनइनवोमेंट	-0.3330	-0.9580	-0.7780
अनइनवोव्ड	-0.0420	-0.9520	-0.8520
अनइन्टेबल	-0.3580	0.3480	0.1480
अनइन्ड	-0.1576	-0.3191	-0.2462
अनउउण्ड	0.4290	-1.0000	-0.0830
अनकंडेनusa.	0.0000	-0.7500	-0.6300
अनकंबॉयरेबल	-0.3750	-0.6300	-0.5240
अनकक्स	0.2915	0.3625	0.4345
अनकण्डल	-0.2960	0.6670	-0.2380
अनकमेंट	-1.0000	-1.0000	-0.4440
अनकम्प	0.3330	0.6670	0.4440
अनकहाट	-0.2860	-0.6670	-0.5930
अनक़रीब	-0.6670	-0.5830	-0.4440
अनकाकात	0.2500	-0.3840	0.2220
अनकेएस्ड	0.0000	-0.5710	-0.0830
अनकेक	-0.5240	-1.0000	-0.8520
अनकेण्ट	-0.6670	0.6670	0.4290
अनकेप	0.3330	0.7500	0.3330
अनकेबल	-0.3330	0.6670	0.8750
अनकोबोस	-0.6670	-0.5830	-0.5560
अनकोल	-0.1913	0.2223	0.1407
अनकोव्ड	-0.2960	-0.7780	-0.2920
अनक्शनेबल	0.6670	1.0000	0.9260
अनक्स-	-0.5240	-1.0000	-0.5305
अनक्सल्ड	1.0000	0.0000	0.9440
अनक्सिडेंट	0.2000	-0.6250	0.1330
अनगिनत	0.0620	-0.1560	0.0460
अनगेगनिक	-0.6670	-0.6190	-0.6670
अनगेर्वेटरी	-0.6670	-0.5560	-0.6670
अनग्रामिकता	-0.6670	0.0000	-0.6670
अनग्रेसिव	-0.1485	-0.9815	-0.7085
अनचक	0.0000	0.5930	0.1850
अनचाहा	-0.6460	0.0920	-0.5900
अनचाहे	-0.3330	-0.5930	-0.6670
अनजाने	-0.3221	-0.1367	-0.2122
अनजानेक	0.0420	0.6670	0.5000
अनटनाम	-0.1420	0.5560	0.4180
अनट्ड	-0.3330	-0.5930	-0.4760
अनदेखा	-0.3474	-0.0751	-0.0897
अनधिकृत	-0.2438	-0.4139	-0.2347
अननेटिव	-0.5560	-0.6300	-0.6670
अनन्त	-0.7500	0.7220	0.3400
अनन्तता	-0.0400	-0.1500	-0.1960
अनन्‍नाड	-0.3750	-0.6250	-0.7040
अनपढ़	-0.7137	-0.3317	-0.8100
अनपरेटेड	-0.5000	-0.7780	-0.6665
अनपर्टीज्ड	-0.6670	-0.5420	-0.5930
अनपर्ड	0.9170	-0.3330	0.8890
अनपले	0.9260	-0.5240	0.9630
अनपिक्से	-0.6670	0.5000	-0.6670
अनपिचक	-0.9580	0.4760	-0.4810
अनपिच्ड	-0.0210	-0.5335	-0.2915
अनपेक्षित	-0.5791	-0.1504	-0.5428
अनप्रपोर्शन	-0.6670	-0.9440	0.5190
अनप्रयोगित	-0.0570	-0.6905	-0.2500
अनप्रोटी	0.1300	-0.3460	-0.2300
अनप्रोटीनेशन	0.6190	0.1670	0.5420
अनप्रोटीरेबल	-0.6670	-0.9580	-0.5000
अनप्रोप्रोसेसरिक	-0.6670	-1.0000	-0.7500
अनप्रोसेप्ड	-0.3330	-0.4440	-0.3330
अनप्रोसेसरेबल	-0.4670	-0.6110	-0.3330
अनफंड्ड	-0.6670	-0.6670	-0.5830
अनफज्ड	0.6670	-1.0000	0.8330
अनफनी	-0.9580	-0.6670	-0.6670
अनफरोनेशिअन	0.3330	0.3330	0.2590
अनफर्ट्ड	0.6670	-1.0000	0.9260
अनफर्म	0.6670	0.6670	0.9580
अनफर्ममेबल	0.4440	-1.0000	0.6670
अनफाइंडेड	-0.3330	0.2920	0.5190
अनफाइटिक	-0.4800	-0.3960	-0.4900
अनफाउंट	0.1390	-0.1385	-0.1115
अनफाउंट्ड	0.6670	-0.4170	0.5830
अनफाउंड	-0.2497	-0.5753	-0.4490
अनफिक्सेबल	-1.0000	-0.7410	-0.7410
अनफिगेशन	0.0000	-0.7500	0.0000
अनफिलिंग	1.0000	0.0000	0.7920
अनफिल्ड	-0.6670	-0.5710	-0.8100
अनफेट	0.1380	0.3000	0.1720
अनफेबल	0.0000	-0.4290	-0.2960
अनफेबलusa.	-0.7080	-0.5930	-0.3330
अनफैश	-0.6670	0.4170	-0.6250
अनफैशन	-0.6670	-0.6670	-0.1900
अनफैशेड	-0.0420	-0.6670	-0.1480
अनफैशेबल	-0.6670	-0.6670	-0.5190
अनफोर्ड	-0.0740	-0.7500	-0.2015
अनफ्ड	-0.4407	-0.3837	-0.5060
अनफ्यूमिन	-0.6670	-0.5930	-0.0480
अनफ्रेम	0.0000	-0.6670	-0.1850
अनफ्लिंग	0.3340	0.2120	0.6270
अनफ्लिक्शन	0.9580	-0.6670	0.9630
अनफ्लिल	-0.6670	-1.0000	-0.5560
अनफ्वोद	0.0000	-0.7080	-0.0370
अनबन	0.0000	-0.9630	0.2920
अनबनित	-0.4440	-0.6670	-0.5240
अनबन्ड	0.2780	-0.0950	-0.3930
अनबिगिक	0.7920	-0.8570	0.4580
अनबित	-0.2085	-0.0980	-0.1110
अनबित्ड	-0.0420	-0.8890	-0.2220
अनबिल्ड	-0.2920	-0.6670	-0.3750
अनबेड	-0.0210	-0.1665	-0.0740
अनबेबल	-0.3060	0.0800	-0.2080
अनबेरहित	0.6115	-0.5835	0.6110
अनबॉबेड	0.5330	-0.9520	0.2500
अनबोर्बोस	0.6670	-0.9630	0.5240
अनब्ड	-0.3334	-0.4000	-0.3766
अनब्धा	-0.0480	-0.6190	-0.3750
अनब्लशिंग	-0.3330	-0.6670	0.3890
अनब्लाइड	-0.0560	-0.6670	-0.3700
अनब्लिट	-0.1665	-0.1455	-0.1850
अनब्लित-	0.5560	0.5830	0.5830
अनब्ल्ड	-0.3330	0.3330	-0.5240
अनभॉड	-0.7620	1.0000	0.3700
अनमबोर्गfrance.	0.7780	-1.0000	0.5190
अनमर	-0.3330	0.5560	0.2500
अनमामामाजेंट	-0.2960	-0.6670	-0.5930
अनमारित	0.9520	-1.0000	0.2960
अनमिटेबल	-0.4800	-0.1040	0.2200
अनमिट्वर	0.2620	0.6240	0.0580
अनमुएलल्ड	-0.3330	0.6670	-0.4070
अनमैंडिंग	0.6670	-0.9580	-0.7780
अनमोमैप्ड	0.3810	-0.9630	-0.2500
अनमोल	0.2642	-0.0103	0.1908
अनयोवाक्स	-0.3200	-0.0400	-0.1180
अनरिकता	-0.6670	-0.9520	-0.7920
अनर्जन	-0.0950	0.0000	0.0480
अनर्जिक	-0.5560	-1.0000	-0.7040
अनर्जित	-0.1834	-0.5168	-0.2770
अनर्जेबल	-0.6670	-0.5190	-0.7080
अनर्जेय	0.0000	-0.2860	0.0000
अनर्थकारी	-0.8040	0.6370	0.0200
अनर्दित	-0.5930	-0.9520	-0.9170
अनर्द्ड	-0.6670	-0.6670	-0.7040
अनलिंक	-0.3330	-0.6110	-0.0830
अनलिंकेबल	-0.3750	-0.8000	-0.5000
अनलॉग	0.0000	-0.9170	-0.0830
अनलॉग्ड	0.6670	-0.3330	0.3700
अनलोडेड	-0.0620	-0.2400	-0.3380
अनव	0.0000	0.5240	0.0480
अनवरिल्ड	0.0000	0.0370	0.0000
अनवरेज्ड	0.1075	-0.3710	0.1250
अनवरेड	-0.6670	-0.6670	-0.5830
अनवरेप	0.0000	0.6670	-0.5830
अनवरेबल	-0.3785	-0.6420	0.0042
अनवर्सेटेड	-0.6670	-1.0000	-0.4290
अनवर्स्ड	-0.5000	-0.5420	-0.6300
अनवर्‍न	-0.7410	0.6670	0.7920
अनवाड	-0.5930	-0.6670	-0.6670
अनवान्स	-0.4290	-0.6670	-0.4810
अनविएशन्ड	-0.3330	-0.9580	-0.6670
अनविधित	0.1110	-1.0000	-0.1670
अनविस्टेबल	-1.0000	-0.8670	-0.6670
अनवेबल	-0.1665	-0.4525	-0.2620
अनवैशीकृत	-0.7340	0.2000	-0.2000
अनवोवोच	0.3330	-0.7140	0.5240
अनव्व्ड	-0.7080	-0.2200	-0.5300
अनशिल्ड	-0.7140	-0.2500	-0.9520
अनसब्ड	-0.0240	-0.5530	-0.0175
अनसरेंट	-0.5000	-0.6300	-0.3330
अनसिस्टमबद्ध	-0.6670	-0.6300	-0.7080
अनसी	0.0000	0.6670	0.5240
अनसीप	0.0000	0.4810	0.3890
अनसीलॉग	0.7920	0.6670	0.5420
अनसेटिंग	-0.6670	0.9260	-0.6250
अनस्केप	0.4285	-0.7410	0.2410
अनस्कॉस्क	-0.3540	0.3800	0.0400
अनस्क्यूट्ड	-0.6670	-0.5710	-0.6670
अनस्टिकी	-0.7595	0.0185	-0.6600
अनस्टिक्स	0.3650	-0.0277	0.2780
अनस्टिटेबल	-0.6670	-1.0000	-0.7500
अनस्टिट्ड	-0.4160	-0.3400	-0.4920
अनस्टेंट	-0.1670	-0.6670	-0.2380
अनस्ट्रक्चर	-0.3330	0.1110	-0.5190
अनस्ट्रैंट	-0.0370	0.7040	0.4440
अनस्प्रोसेड	-0.3330	-0.6670	-0.3890
अनस्फीति	-0.1727	-0.3294	-0.2439
अनस्फीयर	-0.6670	-0.8125	-0.6875
अनस्बेड	-0.1110	-0.6190	-0.1670
अनस्ब्ड	-0.6670	0.7780	0.6670
अनस्रो	-0.5830	-1.0000	-0.5830
अनस्वानात	-0.3330	-0.6300	-0.3810
अनस्वोक	0.2080	-0.1700	0.2300
अनहेल्ड	-0.6670	-0.5190	-0.6190
अनहैंड्ड	-0.3750	-1.0000	-0.3330
अनहैण्ड	-0.1740	-0.6213	-0.4707
अना	-0.5920	-0.2460	-0.2500
अनाकोन्डा	-0.7080	0.6600	0.0800
अनाज	0.1055	-0.5463	-0.3515
अनाज-बाल	-0.0420	-0.2440	-0.3500
अनाथ	-0.7747	-0.3437	-0.6277
अनाम	-0.5740	-0.5200	-0.5200
अनार	0.4440	-0.3330	0.0000
अनावश्‍यक	-0.5620	-0.2840	-0.6200
अनिगिगिगिक	-1.0000	-0.0830	-0.6190
अनिदी	-0.4880	0.0000	-0.1680
अनिद्रा	-0.0633	-0.0403	-0.2863
अनिद्राड	-0.6670	-0.6190	-0.6670
अनिप-	0.6740	-0.6380	-0.2120
अनिप्ड	0.0000	0.5240	0.0370
अनियंत्रित	-0.5400	0.2017	-0.1617
अनियडित	-0.3330	-0.1900	-0.1670
अनियत	-0.6670	-0.3890	-0.4440
अनियमित	-0.2500	-0.3093	-0.2253
अनिल	0.6190	0.6000	0.2590
अनिलल	0.0000	0.6670	0.0560
अनिला	0.0000	0.0000	0.0000
अनिलिंग	-0.4580	0.5420	0.5710
अनिलिकName	-0.0370	-1.0000	-0.1480
अनिलियासperu.	-0.7300	0.8260	0.2540
अनिलिशName	-0.7040	-0.6670	-0.5830
अनिल्ड	0.1849	-0.2016	0.0075
अनिल्वेव्ड	-0.6670	-0.6670	-0.6250
अनिवार्य	0.0787	0.0785	0.5925
अनिवार्यता	1.0000	-0.6670	1.0000
अनिवार्यवाद	0.5000	-0.5190	0.4580
अनिश्‍चित	-0.5235	-0.2535	-0.6165
अनिश्‍चितता	-0.2362	-0.0578	-0.2310
अनिश्‍चितनेस	-0.6000	0.6300	-0.6300
अनिष्ट	0.6670	-0.4170	0.4760
अनिष्टिक	-0.0880	-0.2700	-0.2900
अनीएस	0.9520	-0.5830	0.9580
अनीक्यूट	-0.3330	-0.5930	-0.5560
अनुकरण	-0.0620	0.1220	-0.3280
अनुकूल	0.6350	-0.3420	0.4880
अनुकूलक	0.1935	0.0854	0.2027
अनुकूलता	0.3340	-0.3872	0.1463
अनुकूलन	0.5890	0.2565	0.5745
अनुकूलित	-0.0620	-0.0680	0.0340
अनुकृति	0.0420	-0.0200	-0.3240
अनुक्रम	0.0588	0.0924	0.3358
अनुक्रमक	-0.0950	0.5830	0.6190
अनुक्रमित	-0.6800	0.7260	-0.1460
अनुग्रह	0.6955	-0.2147	0.2868
अनुग्रहहीन	-0.6670	-0.5190	-0.8330
अनुग्रह्यता	-1.0000	-0.6190	-0.9170
अनुचित	-0.5662	0.2519	-0.2420
अनुचितता	-0.8107	0.1803	-0.5060
अनुच्छेद	0.0200	-0.6720	-0.4620
अनुपलब्ध	-0.3540	-0.4380	-0.6820
अनुपस्थित	-0.1940	-0.0820	-0.1140
अनुपात	0.1522	-0.1256	0.2409
अनुपात:	0.8150	-0.4850	0.0000
अनुपात:%	0.5963	-0.3827	0.2760
अनुपालन	0.5000	-0.0760	0.5000
अनुप्रयोग	0.0521	-0.0838	0.0688
अनुप्रस्थक	0.1530	-0.0810	0.1040
अनुप्रस्थन	0.0370	-0.6670	0.4760
अनुप्रस्थीकृत	0.1880	-0.0380	0.0560
अनुबंध	-0.2395	-0.4215	-0.1605
अनुबंधली	0.0000	-0.5930	0.4290
अनुभव	0.6200	0.2650	0.7000
अनुभवी	0.5830	0.1830	0.3980
अनुमति	0.4433	-0.1733	0.1570
अनुमान	0.0764	-0.1161	0.0866
अनुमानित	0.0359	0.0471	0.0786
अनुमानितता	-0.6190	-1.0000	-0.9520
अनुमानितीकरण	-0.0950	0.7040	0.2500
अनुमोदन	0.1040	-0.4183	0.2387
अनुरूप	0.2790	-0.2567	0.0385
अनुरूपता	-0.2500	0.0480	0.0000
अनुलंब	0.4580	-0.0400	0.2160
अनुवाद	0.0770	-0.0160	0.0900
अनुवादक	0.5200	-0.1760	-0.0540
अनुवादित	0.6670	-0.2220	0.0000
अनुशासन	0.0358	0.1645	0.6760
अनुसंधायिका	0.1033	0.0853	0.5153
अनुसंधियनName	-0.3330	0.7500	1.0000
अनुसंश	-0.6240	-0.3460	-0.7080
अनुसन्धान्तर	-0.1880	-0.0380	-0.2000
अनुसरण	0.3130	-0.0030	0.0610
अनुस्मारक	0.2410	-0.1020	-0.1270
अनुस्मारक!	-0.0910	0.0290	0.0440
अनेइन	1.0000	0.7040	0.9170
अनेक	0.0000	-0.3330	0.1110
अनेकानेकिटी	0.6190	-0.5930	0.4580
अनेगर	-0.6670	-0.9630	-0.6250
अनेब्रोथhaiti.	0.0000	-0.6250	0.2080
अनैतिक	-0.8570	0.0863	-0.0630
अनैतिकता	-0.5310	0.3518	-0.3360
अनोखावाद	0.6250	0.1430	0.2380
अनौपचारिक	0.1465	-0.1855	-0.1145
अनौपचारिकता	0.0560	-0.5830	-0.2500
अन्त	-0.4160	0.0940	-0.2040
अन्तर्दृष्टि	0.2260	-0.2740	0.2980
अन्तर्निहित	-0.0400	-0.1100	-0.0960
अन्तहीन	0.2025	-0.3242	0.0600
अन्तहीनता	0.4307	-0.6173	0.3000
अन्दर	0.5000	0.6670	0.6300
अन्धियारा	-0.7960	0.2040	-0.1640
अन्धे	-0.6670	0.6670	-0.1900
अन्धे-	-0.1040	0.3680	-0.3260
अन्धेर	-0.7760	0.7360	0.2600
अन्धेरे	-1.0000	0.6670	0.9630
अन्य	0.1220	-0.1844	-0.0230
अन्यworld.	0.5420	0.0000	0.0000
अन्यनेस	-0.0370	-0.6670	-0.2920
अन्याय	-0.7783	0.2867	-0.5503
अन्यों	-0.2660	-0.1380	-0.1620
अन्राप	-0.2860	0.5000	0.3700
अप	0.0490	0.2990	0.0060
अप-	0.5560	0.2920	0.6670
अपंग	-0.8090	-0.0440	-0.3730
अपंगता	-0.8540	-0.0360	-0.6540
अपंजित	0.0130	-0.3340	0.1460
अपंजीकृत	-0.0958	0.1481	0.1763
अपकेपाइज	-0.5710	0.5930	0.5830
अपकेपाइजेशन	-0.6670	-0.5830	-0.2500
अपग्रेड	0.2920	0.0620	-0.2960
अपठित	-0.0840	-0.5200	-0.5720
अपना	-0.4760	0.6670	-0.5830
अपने	-0.1736	0.0067	0.1057
अपब्राड	-0.9260	0.6670	0.8330
अपमान	-0.8089	0.2182	-0.2352
अपमानक	-0.8890	0.6670	0.8520
अपमानजनक	-0.4843	0.3168	-0.1421
अपमानजनकता	0.0232	0.5016	0.1816
अपमानपूर्ण	-1.0000	0.6190	0.3700
अपमानपूर्णता	-1.0000	-0.9520	-0.7080
अपमानित	-0.8315	0.2499	-0.5032
अपमानितपन	-1.0000	-0.7620	-1.0000
अपम्पिकता	-0.1640	-0.0940	-0.0180
अपम्पेन	0.1110	0.4070	0.0480
अपरकेस	0.0000	0.0000	0.5000
अपराध	-0.3958	0.3832	0.1952
अपराधरहित	0.9630	-0.9050	-0.0950
अपराधरहितता	1.0000	0.6670	0.5930
अपराधी	-0.7259	0.6184	0.1345
अपराधीता	-0.7560	0.7260	0.1600
अपराधीीकरण	-0.7330	0.6670	0.1670
अपरिपूर्ण	-0.5300	0.0080	-0.4680
अपरिपूर्णता	-0.6200	0.1340	-0.3580
अपरिपूर्णपन	-0.6250	-0.5000	-0.6670
अपरीक्षित	-0.2860	-0.1590	-0.3405
अपर्याप्त	-0.6362	-0.1178	-0.6276
अपर्याप्तता	-0.6415	0.2825	-0.4040
अपर्याप्तनेस	-0.5200	0.0580	-0.3680
अपलिंक	0.0880	0.0200	0.1900
अपलैंडjamaica.	0.4380	0.1560	0.2140
अपलैंड्स	0.2300	-0.0580	0.1540
अपलोड	0.2760	0.3660	0.3920
अपलोडर	0.6250	0.6670	0.8750
अपवर्तन	-0.3670	0.1310	-0.0030
अपवाद	-0.2596	0.2246	0.1683
अपवित्र	-0.6615	0.3712	-0.0040
अपहरण	-0.8199	0.7346	-0.1380
अपहरणकर्ता	-1.0000	0.7140	0.8330
अपहरणर	-0.7920	0.9060	0.3660
अपाइज	0.5830	0.6190	0.3700
अपात्र	-0.6145	-0.2445	-0.4045
अपारदर्शिता	-0.0580	-0.4980	-0.4880
अपारदर्शी	-0.3225	-0.5685	-0.2970
अपारदर्शीनेस	-0.5000	-0.8520	-0.5000
अपारिभाषित	-0.4800	-0.1640	-0.3000
अपिटी	-0.0700	0.0920	-0.1660
अपील	-0.1800	0.3400	0.5940
अपीलयोग्य	0.6670	-0.6670	0.4760
अपूर्णता	1.0000	0.0000	0.9170
अपूर्णनेस	-0.4580	-0.0980	-0.5320
अपेक्षाकृत	-0.6670	-0.6670	-0.6250
अपेण्डर	0.0000	0.5830	0.5560
अपॉइंट	-0.2028	0.2035	-0.0103
अपॉइंटनेस	-0.6670	0.6670	-0.4070
अपॉइंटमेंट	-0.5300	0.4700	-0.1280
अपॉइंटर	-0.5710	1.0000	0.7080
अपॉइंटल	-0.0600	-0.0380	-0.0560
अपॉइंटिक	-0.2780	-0.9260	-0.2590
अपॉइंटिस्ट	0.9170	0.6190	0.8750
अपॉयर	0.0990	0.2383	-0.0680
अपॉयरमेंट	-0.1180	-0.2905	0.0405
अपॉयराइज़	-0.6670	0.6670	1.0000
अपॉयराइजेशन	-0.2223	-0.1357	0.3070
अपॉयरिंग	0.5420	0.6670	0.4440
अपॉयरेबल	0.4700	0.4380	0.3620
अपॉयरेशन	-0.6670	-0.6670	-0.3700
अपॉयरॉयराइड	0.0000	-0.3700	0.0000
अप्नींट	0.3700	-0.6670	0.3700
अप्रचलित	-0.1975	-0.4292	-0.5617
अप्रत्याशित	-0.1460	0.4790	-0.2050
अप्रत्याशितनेस	0.3330	0.6670	0.0740
अप्रपाती	0.4160	-0.3600	-0.4440
अप्रयोग	-0.8330	0.6670	0.9520
अप्रयोगक	-0.2443	-0.2037	0.1387
अप्रयोगनीय	-0.5190	-0.6670	0.4170
अप्रयोगनीयता	-1.0000	-0.5930	-0.7410
अप्रयोगात्मक	-0.4223	-0.0263	-0.4183
अप्रयोगात्मकता	-0.8540	-0.5835	-0.6085
अप्रयोगित	-0.4025	-0.4630	-0.4890
अप्रस्थक	-0.5330	1.0000	-0.1850
अप्रिय	-0.7847	-0.0297	-0.5707
अप्रियता	-0.6670	-0.6300	-0.7140
अप्रियपन	-0.9160	0.4480	-0.4720
अफवाहों	-0.6670	0.6250	0.5190
अफसोस	-0.3990	-0.1966	-0.4846
अफ़सोस	-0.0297	0.1743	-0.1137
अफ्फार्ट	-0.4520	-0.0840	-0.4900
अफ्फो	-0.8980	0.7140	-0.0740
अफ्रीकीName	0.6670	0.3330	0.0000
अफ्रेक्टर	0.1110	-0.0740	0.2220
अफ्रेक्टिक	-0.0740	0.0000	-0.3330
अफ्रेक्टिकता	0.4070	-0.8100	0.5830
अफ्रेक्टेड	0.0000	-0.6250	-0.3330
अफ्रेक्टेबल	-0.0938	-0.6658	0.0510
अब	-0.1657	-0.0863	-0.1670
अबयास	0.2600	-0.1960	0.0000
अबी	0.0000	-0.5710	0.0950
अभाउण्डी	0.1800	0.3260	0.4440
अभिभावक-	0.0200	-0.4900	-0.2400
अभिमानी	-0.6670	0.6250	0.5830
अभियान	0.2453	0.4633	0.4560
अभियानर	0.1840	0.3960	0.6420
अभियानरी	0.5190	0.6250	0.7080
अभियुक्‍त	-0.7560	0.5580	0.2300
अभिलाषा	-0.6670	0.9580	-0.1250
अभिलाषाना	0.4900	0.6660	0.6600
अभिलाषार	-1.0000	1.0000	0.7780
अभिलेख	0.2670	0.0330	0.2127
अभिलेखक	0.1480	-0.7393	0.1730
अभिलेखकपालक	0.6670	-0.3330	0.6300
अभिलेखन	-0.0207	0.2918	0.2397
अभिलेखनवाद	0.0000	-0.6670	-0.0370
अभिलेखनवेवे	0.6670	-1.0000	0.0830
अभिलेखागारन	-0.3120	0.8300	-0.1580
अभिलेखागारी	-0.2300	-0.2600	-0.4720
अभिलेखिक	-0.4580	-0.3460	-0.3360
अभिलेखित	0.2312	-0.3799	-0.0095
अभिलेखितीकरण	0.0000	-1.0000	0.6670
अभिलेखिवियलीName	-0.2000	-0.3580	0.4080
अभिलेखीय	0.0000	-0.4170	0.4290
अभिवादन	0.7390	0.0950	0.1280
अभिवृद्धि	0.6300	-0.6670	0.5830
अभिशाप	-0.6670	0.6670	0.1110
अभिषिक्‍त	0.3057	-0.4103	-0.0410
अभिषेक	0.5793	-0.0963	0.5080
अभी	-0.0382	-0.3210	-0.1982
अभ्यता	-0.1333	-0.8120	-0.1623
अभ्यास	0.1295	0.1395	0.2040
अमनीName	-0.3330	-0.4170	-0.1110
अमर	-0.4290	-0.2665	-0.3395
अमरता	0.3760	0.2700	0.7220
अमरीकरण	0.9520	0.6670	0.6670
अमानती	0.7260	-0.2040	0.3920
अमान्य	-0.9600	0.8240	0.1460
अमारक	0.0000	0.5190	0.5240
अमास्थक	-0.5420	0.4120	-0.4120
अमिक	-0.6660	-0.4420	-0.6900
अमिटता	0.9580	0.3330	0.5830
अमिटनेस	1.0000	-0.6670	0.6670
अमिदमो	-0.2500	-0.2740	-0.4000
अमिदिक	0.1930	0.3703	0.3083
अमिदिकName	-0.7920	-0.1420	-0.4500
अमिदी	-0.0420	0.8520	0.3330
अमिद्राjapan.	-0.4700	0.4120	-0.2880
अमी	-1.0000	0.6670	-0.2920
अमीक	-0.7040	-0.7040	-0.8520
अमीदार	0.1880	0.0940	0.4660
अमीमाjapan.	0.1560	-0.0320	0.2760
अमीयाusa.	0.6670	-1.0000	-0.4580
अमीर	0.7640	0.2540	0.8100
अमीरी	0.6670	-0.5560	0.1670
अमीलापन	-0.8890	1.0000	0.1430
अमेदीName	-0.0620	0.1680	0.0520
अमोनिया	-1.0000	1.0000	1.0000
अमोनियाusa.	-0.0410	-0.1010	-0.0367
अमोनियाworld.	-0.4160	0.1740	-0.1820
अमोनियानो	-0.2220	0.9520	1.0000
अमोरिक	0.0000	0.0000	0.0000
अम्बॉबल	-0.2800	0.1020	-0.1760
अम्ल	-0.6044	0.3986	0.2254
अम्लीय	-0.6190	0.0000	0.4580
अयोग्य	-0.6547	-0.3950	-0.6953
अयोग्यता	-0.7454	-0.3482	-0.1474
अरब	0.3085	0.0398	0.4417
अरलालालोperu.	-0.5420	0.0000	0.8330
